Element Number,Radius,Flow Rate,Inlet Pressure,Outlet Pressure,order
991.0,1.8,2360.4,6783.802875,6783.688981,10.0
992.0,1.8,2360.4,6783.688981,6783.527911,10.0
993.0,1.8,2360.4,6783.527911,6783.414017,10.0
994.0,1.8,2360.4,6783.414017,6783.300124,10.0
995.0,1.8,2360.4,6783.300124,6783.139053,10.0
996.0,1.8,2360.4,6783.139053,6783.02516,10.0
997.0,1.8,2360.4,6783.02516,6782.911266,10.0
998.0,1.8,2360.4,6782.911266,6782.797372,10.0
999.0,1.8,2360.4,6782.797372,6782.683479,10.0
1000.0,1.8,2360.4,6782.683479,6782.569585,10.0
1001.0,1.8,2360.4,6782.569585,6782.455691,10.0
1002.0,1.8,2360.4,6782.455691,6782.341797,10.0
1003.0,1.8,2360.4,6782.341797,6782.227904,10.0
1004.0,1.8,2360.4,6782.227904,6782.11401,10.0
1005.0,1.8,2360.4,6782.11401,6782.000116,10.0
1006.0,1.8,2360.4,6782.000116,6781.886223,10.0
1007.0,1.8,2360.4,6781.886223,6781.725152,10.0
1008.0,1.8,2360.4,6781.725152,6781.611259,10.0
1009.0,1.8,2360.4,6781.611259,6781.497365,10.0
1010.0,1.8,2360.4,6781.497365,6781.383471,10.0
1011.0,1.8,2360.4,6781.383471,6781.269578,10.0
1012.0,1.8,2360.4,6781.269578,6781.155684,10.0
1013.0,1.8,2360.4,6781.155684,6781.04179,10.0
1014.0,1.8,2360.4,6781.04179,6780.927896,10.0
1015.0,1.8,2360.4,6780.927896,6780.814003,10.0
1016.0,1.8,2360.4,6780.814003,6780.700109,10.0
1017.0,1.8,2330.3,6780.700109,6780.587667,10.0
1018.0,1.8,2330.3,6780.587667,6780.475225,10.0
1019.0,1.8,2330.3,6780.475225,6780.362784,10.0
1020.0,1.8,2330.3,6780.362784,6780.250342,10.0
1021.0,1.8,2330.3,6780.250342,6780.1379,10.0
1022.0,1.8,2330.3,6780.1379,6780.025458,10.0
1023.0,1.8,2330.3,6780.025458,6779.913016,10.0
1024.0,1.8,2330.3,6779.913016,6779.800574,10.0
1025.0,1.8,2330.3,6779.800574,6779.688133,10.0
1026.0,1.8,2330.3,6779.688133,6779.575691,10.0
1027.0,1.8,2330.3,6779.575691,6779.463249,10.0
1028.0,1.8,2330.3,6779.463249,6779.350807,10.0
1029.0,1.8,2330.3,6779.350807,6779.238365,10.0
1030.0,1.8,2330.3,6779.238365,6779.125923,10.0
1031.0,1.8,2330.3,6779.125923,6778.966907,10.0
1032.0,1.8,2330.3,6778.966907,6778.854465,10.0
1033.0,1.8,2330.3,6778.854465,6778.742023,10.0
1034.0,1.8,2330.3,6778.742023,6778.629581,10.0
1035.0,1.8,2330.3,6778.629581,6778.517139,10.0
1036.0,1.8,2330.3,6778.517139,6778.404698,10.0
1037.0,1.8,2330.3,6778.404698,6778.292256,10.0
1038.0,1.8,2330.3,6778.292256,6778.179814,10.0
1039.0,1.8,2330.3,6778.179814,6778.067372,10.0
1040.0,1.8,2330.3,6778.067372,6777.95493,10.0
1041.0,1.8,2330.3,6777.95493,6777.842489,10.0
1042.0,1.8,2330.3,6777.842489,6777.683472,10.0
1043.0,1.8,2330.3,6777.683472,6777.57103,10.0
1044.0,1.8,2330.3,6777.57103,6777.458192,10.0
1045.0,1.8,2330.3,6777.458192,6777.34575,10.0
1046.0,1.8,2330.3,6777.34575,6777.233308,10.0
1047.0,1.8,2330.3,6777.233308,6777.074291,10.0
1048.0,1.8,2330.3,6777.074291,6776.961849,10.0
1049.0,1.8,2330.3,6776.961849,6776.849407,10.0
1050.0,1.8,2330.3,6776.849407,6776.736965,10.0
1051.0,1.8,2330.3,6776.736965,6776.624523,10.0
1052.0,1.8,2330.3,6776.624523,6776.465506,10.0
1053.0,1.8,2330.3,6776.465506,6776.353064,10.0
1054.0,1.8,2330.3,6776.353064,6776.240622,10.0
1055.0,1.8,2330.3,6776.240622,6776.12818,10.0
1056.0,1.8,2330.3,6776.12818,6776.015739,10.0
1057.0,1.8,2330.3,6776.015739,6775.856721,10.0
1058.0,1.8,2330.3,6775.856721,6775.74428,10.0
1059.0,1.8,2330.3,6775.74428,6775.631838,10.0
1060.0,1.8,2330.3,6775.631838,6775.519396,10.0
1061.0,1.8,2330.3,6775.519396,6775.360379,10.0
1062.0,1.8,2330.3,6775.360379,6775.201361,10.0
1063.0,1.8,2330.3,6775.201361,6775.08892,10.0
1064.0,1.8,2330.3,6775.08892,6774.976478,10.0
1065.0,1.8,2330.3,6774.976478,6774.817461,10.0
1066.0,1.8,2330.3,6774.817461,6774.705019,10.0
1067.0,1.8,2330.3,6774.705019,6774.592577,10.0
1068.0,1.8,2330.3,6774.592577,6774.480135,10.0
1069.0,1.8,2330.3,6774.480135,6774.367693,10.0
1070.0,1.8,2330.3,6774.367693,6774.208676,10.0
1071.0,1.8,2330.3,6774.208676,6774.096234,10.0
1072.0,1.8,2330.3,6774.096234,6773.937217,10.0
1073.0,1.8,2330.3,6773.937217,6773.824775,10.0
1074.0,1.8,2330.3,6773.824775,6773.712333,10.0
1075.0,1.8,2330.3,6773.712333,6773.599892,10.0
1076.0,1.8,2330.3,6773.599892,6773.48745,10.0
1077.0,1.8,2330.3,6773.48745,6773.375008,10.0
1078.0,1.8,2330.3,6773.375008,6773.215991,10.0
1079.0,1.8,2330.3,6773.215991,6773.103549,10.0
1080.0,1.8,2330.3,6773.103549,6772.991107,10.0
1081.0,1.8,2330.3,6772.991107,6772.878665,10.0
1082.0,1.8,2330.3,6772.878665,6772.766224,10.0
1083.0,1.8,2330.3,6772.766224,6772.607206,10.0
1084.0,1.8,2330.3,6772.607206,6772.494667,10.0
1085.0,1.8,2330.3,6772.494667,6772.382225,10.0
1086.0,1.8,2330.3,6772.382225,6772.269783,10.0
1087.0,1.8,2330.3,6772.269783,6772.157341,10.0
1088.0,1.8,2330.3,6772.157341,6772.044899,10.0
1089.0,1.8,2330.3,6772.044899,6771.932458,10.0
1090.0,1.8,2330.3,6771.932458,6771.820016,10.0
1091.0,1.8,2330.3,6771.820016,6771.707574,10.0
1092.0,1.8,2330.3,6771.707574,6771.548557,10.0
1093.0,1.8,2330.3,6771.548557,6771.436115,10.0
1094.0,1.8,2330.3,6771.436115,6771.323673,10.0
1095.0,1.8,2330.3,6771.323673,6771.211232,10.0
1096.0,1.8,2330.3,6771.211232,6771.09879,10.0
1097.0,1.8,2330.3,6771.09879,6770.939773,10.0
1098.0,1.8,2330.3,6770.939773,6770.780756,10.0
1099.0,1.8,2330.3,6770.780756,6770.668314,10.0
1100.0,1.8,2330.3,6770.668314,6770.555873,10.0
1101.0,1.8,2330.3,6770.555873,6770.396856,10.0
1102.0,1.8,2330.3,6770.396856,6770.284414,10.0
1103.0,1.8,2330.3,6770.284414,6770.125397,10.0
1104.0,1.8,2330.3,6770.125397,6770.012955,10.0
1105.0,1.8,2330.3,6770.012955,6769.900514,10.0
1106.0,1.8,2330.3,6769.900514,6769.788072,10.0
1107.0,1.8,2330.3,6769.788072,6769.629055,10.0
1108.0,1.8,2330.3,6769.629055,6769.516613,10.0
1109.0,1.8,2330.3,6769.516613,6769.404171,10.0
1110.0,1.8,2330.3,6769.404171,6769.245155,10.0
1111.0,1.8,2330.3,6769.245155,6769.132713,10.0
1112.0,1.8,2330.3,6769.132713,6769.020271,10.0
1113.0,1.8,2330.3,6769.020271,6768.861254,10.0
1114.0,1.8,2330.3,6768.861254,6768.748812,10.0
1115.0,1.8,2330.3,6768.748812,6768.636371,10.0
1116.0,1.8,2330.3,6768.636371,6768.477354,10.0
1117.0,1.8,2330.3,6768.477354,6768.364912,10.0
1118.0,1.8,2330.3,6768.364912,6768.205895,10.0
1119.0,1.8,2330.3,6768.205895,6768.046878,10.0
1120.0,1.8,2330.3,6768.046878,6767.934437,10.0
1121.0,1.8,2330.3,6767.934437,6767.821995,10.0
1122.0,1.8,2330.3,6767.821995,6767.709553,10.0
1123.0,1.8,2330.3,6767.709553,6767.597111,10.0
1124.0,1.8,2330.3,6767.597111,6767.484669,10.0
1125.0,1.8,2330.3,6767.484669,6767.372228,10.0
1126.0,1.8,2330.3,6767.372228,6767.259786,10.0
1127.0,1.8,2330.3,6767.259786,6767.147344,10.0
1128.0,1.8,2330.3,6767.147344,6766.988327,10.0
1129.0,1.8,2330.3,6766.988327,6766.875885,10.0
1130.0,1.8,2330.3,6766.875885,6766.763443,10.0
1131.0,1.8,2330.3,6766.763443,6766.651002,10.0
1132.0,1.8,2330.3,6766.651002,6766.53856,10.0
1133.0,1.8,2330.3,6766.53856,6766.426118,10.0
1134.0,1.8,2330.3,6766.426118,6766.313676,10.0
1135.0,1.8,2330.3,6766.313676,6766.201234,10.0
1136.0,1.8,2330.3,6766.201234,6766.088793,10.0
1137.0,1.8,2330.3,6766.088793,6765.929776,10.0
1138.0,1.8,2330.3,6765.929776,6765.770759,10.0
1139.0,1.8,2330.3,6765.770759,6765.611742,10.0
1140.0,1.8,2330.3,6765.611742,6765.452726,10.0
1141.0,1.8,2330.3,6765.452726,6765.340284,10.0
1142.0,1.3043,945.56,6765.340284,6765.174815,9.0
1143.0,1.3043,1384.8,6765.340284,6765.097955,9.0
1144.0,1.3043,1034.1,6796.351619,6796.095696,9.0
1145.0,1.3043,1034.1,6796.095696,6795.839772,9.0
1146.0,1.3043,1034.1,6795.839772,6795.583849,9.0
1147.0,1.3043,1034.1,6795.583849,6795.327926,9.0
1148.0,1.3043,1034.1,6795.327926,6795.146961,9.0
1149.0,1.3043,1034.1,6795.146961,6794.965996,9.0
1150.0,1.3043,1034.1,6794.965996,6794.785032,9.0
1151.0,1.3043,1034.1,6794.785032,6794.604067,9.0
1152.0,1.3043,1034.1,6794.604067,6794.423102,9.0
1153.0,1.3043,1034.1,6794.423102,6794.242138,9.0
1154.0,1.3043,1034.1,6794.242138,6794.061173,9.0
1155.0,1.3043,1034.1,6794.061173,6793.880208,9.0
1156.0,1.3043,1034.1,6793.880208,6793.624285,9.0
1157.0,1.3043,1034.1,6793.624285,6793.44332,9.0
1158.0,1.3043,1034.1,6793.44332,6793.262355,9.0
1159.0,1.3043,1034.1,6793.262355,6793.081391,9.0
1160.0,1.3043,1034.1,6793.081391,6792.900426,9.0
1161.0,1.3043,1034.1,6792.900426,6792.719461,9.0
1162.0,1.3043,1034.1,6792.719461,6792.538497,9.0
1163.0,1.3043,1034.1,6792.538497,6792.357532,9.0
1164.0,1.3043,1034.1,6792.357532,6792.176567,9.0
1165.0,1.3043,1034.1,6792.176567,6791.995603,9.0
1166.0,1.3043,1034.1,6791.995603,6791.814638,9.0
1167.0,1.3043,1034.1,6791.814638,6791.633673,9.0
1168.0,1.3043,1034.1,6791.633673,6791.452708,9.0
1169.0,1.3043,1034.1,6791.452708,6791.271744,9.0
1170.0,1.3043,1034.1,6791.271744,6791.090779,9.0
1171.0,1.3043,1034.1,6791.090779,6790.909814,9.0
1172.0,1.3043,1034.1,6790.909814,6790.653891,9.0
1173.0,1.3043,1034.1,6790.653891,6790.472926,9.0
1174.0,1.3043,1034.1,6790.472926,6790.291962,9.0
1175.0,1.3043,1034.1,6790.291962,6790.110997,9.0
1176.0,1.3043,1034.1,6790.110997,6789.930032,9.0
1177.0,1.3043,1034.1,6789.930032,6789.749068,9.0
1178.0,1.3043,1034.1,6789.749068,6789.568103,9.0
1179.0,1.3043,1034.1,6789.568103,6789.387138,9.0
1180.0,1.3043,1034.1,6789.387138,6789.206174,9.0
1181.0,1.3043,1034.1,6789.206174,6789.025209,9.0
1182.0,1.3043,1034.1,6789.025209,6788.844244,9.0
1183.0,1.3043,1034.1,6788.844244,6788.663279,9.0
1184.0,1.3043,1034.1,6788.663279,6788.482315,9.0
1185.0,1.3043,1034.1,6788.482315,6788.30135,9.0
1186.0,1.3043,1034.1,6788.30135,6788.045427,9.0
1187.0,1.3043,1034.1,6788.045427,6787.864462,9.0
1188.0,1.3043,1034.1,6787.864462,6787.683497,9.0
1189.0,1.3043,1034.1,6787.683497,6787.502533,9.0
1190.0,1.3043,1034.1,6787.502533,6787.321568,9.0
1191.0,1.3043,1034.1,6787.321568,6787.140603,9.0
1192.0,1.3043,1034.1,6787.140603,6786.959639,9.0
1193.0,1.3043,1034.1,6786.959639,6786.778674,9.0
1194.0,1.3043,1034.1,6786.778674,6786.597709,9.0
1195.0,1.3043,1034.1,6786.597709,6786.416745,9.0
1196.0,1.3043,1034.1,6786.416745,6786.23578,9.0
1197.0,1.3043,1034.1,6786.23578,6786.054815,9.0
1198.0,1.3043,1034.1,6786.054815,6785.87385,9.0
1199.0,1.3043,1034.1,6785.87385,6785.692886,9.0
1200.0,1.3043,1034.1,6785.692886,6785.511921,9.0
1201.0,1.3043,1034.1,6785.511921,6785.330956,9.0
1202.0,1.3043,1034.1,6785.330956,6785.149992,9.0
1203.0,1.3043,1034.1,6785.149992,6784.969027,9.0
1204.0,1.3043,1034.1,6784.969027,6784.788062,9.0
1205.0,1.3043,1034.1,6784.788062,6784.607098,9.0
1206.0,1.3043,1034.1,6784.607098,6784.426133,9.0
1207.0,1.3043,1034.1,6784.426133,6784.245168,9.0
1208.0,1.3043,1034.1,6784.245168,6784.064203,9.0
1209.0,1.3043,1034.1,6784.064203,6783.883239,9.0
1210.0,1.3043,1034.1,6783.883239,6783.702274,9.0
1211.0,1.3043,1034.1,6783.702274,6783.521309,9.0
1212.0,1.3043,1034.1,6783.521309,6783.340345,9.0
1213.0,1.3043,1034.1,6783.340345,6783.084421,9.0
1214.0,1.3043,1034.1,6783.084421,6782.903457,9.0
1215.0,1.3043,1034.1,6782.903457,6782.722492,9.0
1216.0,1.3043,1034.1,6782.722492,6782.541527,9.0
1217.0,1.3043,1034.1,6782.541527,6782.285604,9.0
1218.0,1.3043,1034.1,6782.285604,6782.104639,9.0
1219.0,1.3043,1034.1,6782.104639,6781.923675,9.0
1220.0,1.3043,1034.1,6781.923675,6781.74271,9.0
1221.0,1.3043,1034.1,6781.74271,6781.561745,9.0
1222.0,1.3043,1034.1,6781.561745,6781.380781,9.0
1223.0,1.3043,1034.1,6781.380781,6781.199816,9.0
1224.0,1.3043,1034.1,6781.199816,6781.018851,9.0
1225.0,1.3043,1034.1,6781.018851,6780.837887,9.0
1226.0,1.3043,1034.1,6780.837887,6780.656922,9.0
1227.0,1.3043,1034.1,6780.656922,6780.475957,9.0
1228.0,1.3043,1034.1,6780.475957,6780.294872,9.0
1229.0,1.3043,1034.1,6780.294872,6780.113907,9.0
1230.0,1.3043,1034.1,6780.113907,6779.932943,9.0
1231.0,1.3043,1034.1,6779.932943,6779.751978,9.0
1232.0,1.3043,1034.1,6779.751978,6779.571013,9.0
1233.0,1.3043,1034.1,6779.571013,6779.390048,9.0
1234.0,1.3043,1034.1,6779.390048,6779.209084,9.0
1235.0,1.3043,1034.1,6779.209084,6779.028119,9.0
1236.0,1.3043,1034.1,6779.028119,6778.847154,9.0
1237.0,1.3043,1034.1,6778.847154,6778.66619,9.0
1238.0,1.3043,1034.1,6778.66619,6778.485225,9.0
1239.0,1.3043,1034.1,6778.485225,6778.30426,9.0
1240.0,1.3043,1034.1,6778.30426,6778.123296,9.0
1241.0,1.3043,1034.1,6778.123296,6777.867373,9.0
1242.0,1.3043,1034.1,6777.867373,6777.686408,9.0
1243.0,1.3043,1034.1,6777.686408,6777.505443,9.0
1244.0,1.3043,1034.1,6777.505443,6777.324479,9.0
1245.0,1.3043,1034.1,6777.324479,6777.143514,9.0
1246.0,1.3043,1034.1,6777.143514,6776.962549,9.0
1247.0,1.3043,1034.1,6776.962549,6776.781585,9.0
1248.0,1.3043,1034.1,6776.781585,6776.60062,9.0
1249.0,1.3043,1034.1,6776.60062,6776.419655,9.0
1250.0,1.3043,1034.1,6776.419655,6776.238691,9.0
1251.0,1.3043,1034.1,6776.238691,6776.057726,9.0
1252.0,1.3043,1034.1,6776.057726,6775.876761,9.0
1253.0,1.3043,1034.1,6775.876761,6775.695797,9.0
1254.0,1.3043,1034.1,6775.695797,6775.514832,9.0
1255.0,1.3043,1034.1,6775.514832,6775.333867,9.0
1256.0,1.3043,1034.1,6775.333867,6775.152902,9.0
1257.0,1.3043,1034.1,6775.152902,6774.971938,9.0
1258.0,1.3043,1034.1,6774.971938,6774.790973,9.0
1259.0,1.3043,1034.1,6774.790973,6774.610008,9.0
1260.0,1.3043,1034.1,6774.610008,6774.429044,9.0
1261.0,1.3043,1034.1,6774.429044,6774.248079,9.0
1262.0,1.3043,1034.1,6774.248079,6774.067114,9.0
1263.0,1.3043,1034.1,6774.067114,6773.88615,9.0
1264.0,1.3043,1034.1,6773.88615,6773.705185,9.0
1265.0,1.3043,1034.1,6773.705185,6773.449262,9.0
1266.0,1.3043,1034.1,6773.449262,6773.268297,9.0
1267.0,1.3043,1034.1,6773.268297,6773.087333,9.0
1268.0,1.3043,1034.1,6773.087333,6772.906368,9.0
1269.0,1.3043,1034.1,6772.906368,6772.725403,9.0
1270.0,1.3043,1034.1,6772.725403,6772.544439,9.0
1271.0,1.3043,1034.1,6772.544439,6772.363474,9.0
1272.0,1.3043,1034.1,6772.363474,6772.182509,9.0
1273.0,1.3043,1034.1,6772.182509,6772.001545,9.0
1274.0,1.3043,1034.1,6772.001545,6771.745622,9.0
1275.0,1.3043,1034.1,6771.745622,6771.564657,9.0
1276.0,1.3043,1034.1,6771.564657,6771.383692,9.0
1277.0,1.3043,1034.1,6771.383692,6771.202728,9.0
1278.0,1.3043,1034.1,6771.202728,6770.946805,9.0
1279.0,1.3043,1034.1,6770.946805,6770.76584,9.0
1280.0,1.3043,1034.1,6770.76584,6770.584876,9.0
1281.0,1.3043,1034.1,6770.584876,6770.403911,9.0
1282.0,1.3043,1034.1,6770.403911,6770.222946,9.0
1283.0,1.3043,1034.1,6770.222946,6770.041982,9.0
1284.0,1.3043,1034.1,6770.041982,6769.861017,9.0
1285.0,1.3043,1034.1,6769.861017,6769.680052,9.0
1286.0,1.3043,1034.1,6769.680052,6769.499087,9.0
1287.0,1.3043,1034.1,6769.499087,6769.318123,9.0
1288.0,1.3043,1034.1,6769.318123,6769.137158,9.0
1289.0,1.3043,1034.1,6769.137158,6768.956193,9.0
1290.0,1.3043,1034.1,6768.956193,6768.775229,9.0
1291.0,1.3043,1034.1,6768.775229,6768.594264,9.0
1292.0,1.3043,1034.1,6768.594264,6768.413299,9.0
1293.0,1.3043,1034.1,6768.413299,6768.232335,9.0
1294.0,1.3043,1034.1,6768.232335,6768.05137,9.0
1295.0,1.3043,1034.1,6768.05137,6767.870405,9.0
1296.0,1.3043,1034.1,6767.870405,6767.68944,9.0
1297.0,1.3043,1034.1,6767.68944,6767.508476,9.0
1298.0,1.3043,1034.1,6767.508476,6767.327511,9.0
1299.0,1.3043,1034.1,6767.327511,6767.146546,9.0
1300.0,1.3043,1034.1,6767.146546,6766.965582,9.0
1301.0,1.3043,1034.1,6766.965582,6766.784617,9.0
1302.0,1.3043,1034.1,6766.784617,6766.603652,9.0
1303.0,1.3043,1034.1,6766.603652,6766.422688,9.0
1304.0,1.3043,1034.1,6766.422688,6766.241723,9.0
1305.0,1.3043,1034.1,6766.241723,6766.060758,9.0
1306.0,1.3043,1034.1,6766.060758,6765.879794,9.0
1307.0,1.3043,1034.1,6765.879794,6765.623871,9.0
1308.0,1.3043,1034.1,6765.623871,6765.442906,9.0
1309.0,1.3043,1034.1,6765.442906,6765.261941,9.0
1310.0,1.3043,1034.1,6765.261941,6765.080977,9.0
1311.0,1.3043,1034.1,6765.080977,6764.900012,9.0
1312.0,1.3043,1034.1,6764.900012,6764.719047,9.0
1313.0,1.3043,1034.1,6764.719047,6764.538083,9.0
1314.0,1.3043,1034.1,6764.538083,6764.357118,9.0
1315.0,1.3043,1034.1,6764.357118,6764.176153,9.0
1316.0,1.3043,1034.1,6764.176153,6763.995189,9.0
1317.0,1.3043,1034.1,6763.995189,6763.814224,9.0
1318.0,1.3043,1034.1,6763.814224,6763.633259,9.0
1319.0,1.3043,1034.1,6763.633259,6763.452294,9.0
1320.0,1.3043,1034.1,6763.452294,6763.27133,9.0
1321.0,1.3043,1034.1,6763.27133,6763.090365,9.0
1322.0,1.3043,1034.1,6763.090365,6762.834442,9.0
1323.0,1.3043,1034.1,6762.834442,6762.653478,9.0
1324.0,1.3043,1034.1,6762.653478,6762.472513,9.0
1325.0,1.3043,1034.1,6762.472513,6762.291548,9.0
1326.0,1.3043,1034.1,6762.291548,6762.110584,9.0
1327.0,1.3043,1034.1,6762.110584,6761.929619,9.0
1328.0,1.3043,1034.1,6761.929619,6761.748654,9.0
1329.0,1.3043,1034.1,6761.748654,6761.567689,9.0
1330.0,1.3043,1034.1,6761.567689,6761.386725,9.0
1331.0,1.3043,1034.1,6761.386725,6761.130802,9.0
1332.0,1.3043,1034.1,6761.130802,6760.949837,9.0
1333.0,1.3043,1034.1,6760.949837,6760.768873,9.0
1334.0,1.3043,1034.1,6760.768873,6760.587908,9.0
1335.0,1.3043,1034.1,6760.587908,6760.331985,9.0
1336.0,1.3043,1034.1,6760.331985,6760.151021,9.0
1337.0,1.3043,1034.1,6760.151021,6759.970056,9.0
1338.0,1.3043,1034.1,6759.970056,6759.789091,9.0
1339.0,1.3043,1034.1,6759.789091,6759.608126,9.0
1340.0,1.3043,1034.1,6759.608126,6759.427162,9.0
1341.0,1.3043,1034.1,6759.427162,6759.246197,9.0
1342.0,1.3043,1034.1,6759.246197,6759.065232,9.0
1343.0,1.3043,1034.1,6759.065232,6758.884268,9.0
1344.0,1.3043,1034.1,6758.884268,6758.703303,9.0
1345.0,1.3043,1034.1,6758.703303,6758.522338,9.0
1346.0,1.3043,1034.1,6758.522338,6758.341374,9.0
1347.0,1.3043,1034.1,6758.341374,6758.160409,9.0
1348.0,1.3043,1034.1,6758.160409,6757.904486,9.0
1349.0,1.3043,1034.1,6757.904486,6757.723521,9.0
1350.0,1.3043,1034.1,6757.723521,6757.542557,9.0
1351.0,1.3043,1034.1,6757.542557,6757.361592,9.0
1352.0,1.3043,1034.1,6757.361592,6757.180627,9.0
1353.0,1.3043,1034.1,6757.180627,6756.999663,9.0
1354.0,1.3043,1034.1,6756.999663,6756.818698,9.0
1355.0,1.3043,1034.1,6756.818698,6756.562775,9.0
1356.0,1.3043,1034.1,6756.562775,6756.381811,9.0
1357.0,1.3043,1034.1,6756.381811,6756.200846,9.0
1358.0,1.3043,1034.1,6756.200846,6756.019881,9.0
1359.0,1.3043,1034.1,6756.019881,6755.838917,9.0
1360.0,1.3043,1034.1,6755.838917,6755.657952,9.0
1361.0,1.3043,1034.1,6755.657952,6755.476987,9.0
1362.0,1.3043,1034.1,6755.476987,6755.296022,9.0
1363.0,1.3043,1034.1,6755.296022,6755.115058,9.0
